Region,Dosis,2020-12-24,2020-12-25,2020-12-26,2020-12-27,2020-12-28,2020-12-29,2020-12-30,2020-12-31,2021-01-01,2021-01-02,2021-01-03,2021-01-04,2021-01-05,2021-01-06,2021-01-07,2021-01-08,2021-01-09,2021-01-10,2021-01-11,2021-01-12,2021-01-13,2021-01-14,2021-01-15,2021-01-16,2021-01-17,2021-01-18,2021-01-19,2021-01-20,2021-01-21,2021-01-22,2021-01-23,2021-01-24,2021-01-25,2021-01-26,2021-01-27,2021-01-28,2021-01-29,2021-01-30,2021-01-31,2021-02-01,2021-02-02,2021-02-03,2021-02-04,2021-02-05,2021-02-06,2021-02-07,2021-02-08,2021-02-09,2021-02-10,2021-02-11,2021-02-12,2021-02-13,2021-02-14,2021-02-15,2021-02-16,2021-02-17,2021-02-18,2021-02-19,2021-02-20,2021-02-21,2021-02-22,2021-02-23,2021-02-24,2021-02-25,2021-02-26,2021-02-27,2021-02-28,2021-03-01,2021-03-02,2021-03-03,2021-03-04,2021-03-05,2021-03-06,2021-03-07,2021-03-08,2021-03-09,2021-03-10,2021-03-11,2021-03-12,2021-03-13,2021-03-14,2021-03-15,2021-03-16,2021-03-17,2021-03-18,2021-03-19,2021-03-20,2021-03-21,2021-03-22,2021-03-23,2021-03-24,2021-03-25,2021-03-26,2021-03-27,2021-03-28,2021-03-29,2021-03-30,2021-03-31,2021-04-01,2021-04-02,2021-04-03,2021-04-04,2021-04-05,2021-04-06,2021-04-07,2021-04-08,2021-04-09,2021-04-10,2021-04-11,2021-04-12,2021-04-13,2021-04-14,2021-04-15,2021-04-16,2021-04-17,2021-04-18,2021-04-19,2021-04-20,2021-04-21,2021-04-22,2021-04-23,2021-04-24,2021-04-25,2021-04-26,2021-04-27,2021-04-28,2021-04-29,2021-04-30,2021-05-01,2021-05-02,2021-05-03,2021-05-04,2021-05-05,2021-05-06,2021-05-07,2021-05-08,2021-05-09,2021-05-10,2021-05-11,2021-05-12,2021-05-13,2021-05-14,2021-05-15,2021-05-16,2021-05-17,2021-05-18,2021-05-19,2021-05-20,2021-05-21,2021-05-22,2021-05-23,2021-05-24,2021-05-25,2021-05-26,2021-05-27,2021-05-28,2021-05-29,2021-05-30,2021-05-31,2021-06-01,2021-06-02,2021-06-03,2021-06-04,2021-06-05,2021-06-06,2021-06-07,2021-06-08,2021-06-09,2021-06-10,2021-06-11,2021-06-12,2021-06-13,2021-06-14,2021-06-15,2021-06-16,2021-06-17,2021-06-18,2021-06-19,2021-06-20,2021-06-21,2021-06-22,2021-06-23,2021-06-24,2021-06-25,2021-06-26,2021-06-27,2021-06-28,2021-06-29,2021-06-30,2021-07-01,2021-07-02
Los Ríos,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,770.0,5511.0,10191.0,14574.0,15140.0,15657.0,21112.0,28011.0,35136.0,42227.0,47629.0,48437.0,48880.0,54478.0,58337.0,61674.0,64665.0,67460.0,67533.0,67587.0,70581.0,73042.0,75178.0,77099.0,78655.0,78674.0,78675.0,80675.0,84520.0,88714.0,92178.0,95028.0,95184.0,95219.0,98700.0,102457.0,105743.0,109960.0,113064.0,113215.0,113346.0,116959.0,120837.0,123950.0,126409.0,129070.0,129203.0,129404.0,132631.0,135702.0,138910.0,142811.0,146831.0,146991.0,146995.0,150203.0,152651.0,155024.0,157575.0,157701.0,157827.0,157895.0,159402.0,161072.0,162594.0,164362.0,166347.0,166508.0,166557.0,167988.0,169579.0,171492.0,173156.0,174823.0,175181.0,175182.0,176010.0,177040.0,177836.0,178772.0,179343.0,179419.0,179426.0,179991.0,180441.0,180818.0,181330.0,182290.0,182432.0,182441.0,183509.0,184705.0,185990.0,187444.0,189114.0,189380.0,189380.0,190892.0,192575.0,194286.0,195810.0,197385.0,197436.0,197436.0,199105.0,201379.0,203889.0,206474.0,207001.0,207659.0,207700.0,211013.0,215175.0,218815.0,222196.0,225129.0,225169.0,225171.0,227716.0,231033.0,233295.0,234588.0,235610.0,235747.0,235777.0,237198.0,238834.0,240775.0,242742.0,244202.0,244255.0,244255.0,246275.0,248372.0,250328.0,251549.0,252330.0,252522.0,252522.0,252756.0,255217.0,257045.0,258217.0,259108.0,259383.0,259420.0,259596.0,260265.0,261041.0,262545.0,263757.0
Los Ríos,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,616.0,4868.0,9322.0,13717.0,14225.0,14606.0,19768.0,26514.0,33458.0,40412.0,45624.0,46425.0,46897.0,52777.0,57832.0,62053.0,65704.0,68845.0,68988.0,69042.0,72213.0,74203.0,75557.0,76832.0,77821.0,77856.0,77858.0,79229.0,82484.0,86221.0,90370.0,90640.0,90748.0,90781.0,95374.0,99187.0,102406.0,106187.0,109566.0,109711.0,109806.0,113223.0,116794.0,119979.0,122527.0,125064.0,125277.0,125475.0,128505.0,131567.0,134651.0,137899.0,140633.0,140838.0,140842.0,144086.0,146818.0,148613.0,151780.0,152847.0,152945.0,152962.0,154244.0,155954.0,157747.0,159525.0,161064.0,161199.0,161200.0,162544.0,164342.0,166336.0,167947.0,169269.0,169294.0,169294.0,170272.0,171769.0,172845.0,174080.0,174129.0,174227.0,174230.0,175188.0,176094.0,176780.0,177441.0,178234.0,178266.0,178269.0,179148.0,180657.0,182008.0,183233.0,184275.0,184400.0,184416.0,185832.0,188003.0,189855.0,191439.0,192902.0,192946.0,192947.0,194496.0,196451.0,198751.0,200941.0,201897.0,202242.0,202245.0,202524.0,207305.0,211132.0,213896.0,216680.0,216872.0,216891.0,216951.0,220952.0,223566.0,225305.0,226649.0
Los Ríos,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.0,744.0,1618.0,2239.0,2276.0,2285.0,2634.0,2849.0,3052.0,3174.0,3251.0,3251.0,3251.0,3354.0,3398.0,3444.0,3496.0,3524.0,3524.0,3524.0,3524.0,3599.0,4057.0,5260.0,6463.0,6509.0,6517.0,6525.0,7676.0,8585.0,9114.0,9441.0
Magallanes,Primera,0.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,222.0,3606.0,6713.0,8985.0,9021.0,9021.0,12183.0,15501.0,20136.0,23654.0,26709.0,26715.0,26721.0,30331.0,32710.0,35305.0,37065.0,38785.0,38987.0,38997.0,39845.0,40565.0,41479.0,42476.0,43315.0,43403.0,43403.0,45572.0,47963.0,50156.0,51916.0,53448.0,53457.0,53461.0,54722.0,56021.0,57237.0,58911.0,60164.0,60168.0,60209.0,61667.0,63467.0,64745.0,66164.0,67552.0,67565.0,67576.0,69200.0,70588.0,72139.0,73490.0,75416.0,75427.0,75429.0,76794.0,78036.0,79297.0,80659.0,80660.0,80660.0,80660.0,81530.0,82823.0,84121.0,85130.0,85897.0,85900.0,85902.0,86873.0,87714.0,88711.0,89637.0,90461.0,90464.0,90464.0,91116.0,91852.0,92375.0,93138.0,93479.0,93482.0,93483.0,93583.0,94208.0,94814.0,95043.0,95273.0,95273.0,95273.0,95791.0,96399.0,96977.0,97428.0,97991.0,98001.0,98001.0,98710.0,99649.0,100242.0,100884.0,101669.0,101670.0,101671.0,102397.0,103279.0,104334.0,105697.0,105698.0,105698.0,105698.0,107316.0,108663.0,110085.0,111395.0,112440.0,112810.0,113248.0,114105.0,114915.0,115631.0,115715.0,115793.0,115794.0,115797.0,115840.0,115922.0,116037.0,116119.0,116247.0,116247.0,116254.0,116318.0,116371.0,116418.0,116485.0,116529.0,116584.0,116584.0,116585.0,116981.0,117380.0,117971.0,118563.0,118563.0,118563.0,118563.0,118940.0,119191.0,119782.0,120293.0
Magallanes,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,157.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,165.0,165.0,165.0,165.0,165.0,210.0,3312.0,6247.0,8475.0,8521.0,8523.0,11648.0,14761.0,19197.0,22730.0,25758.0,25770.0,25777.0,29369.0,32062.0,35168.0,37444.0,39308.0,39320.0,39322.0,40211.0,41060.0,41502.0,42127.0,42669.0,42678.0,42678.0,44271.0,46854.0,48992.0,50842.0,50843.0,50847.0,50849.0,52792.0,54317.0,55557.0,57079.0,58279.0,58286.0,58288.0,59482.0,60994.0,62393.0,63803.0,65344.0,65358.0,65360.0,66743.0,68339.0,69866.0,70974.0,71974.0,71983.0,71983.0,72921.0,74379.0,75667.0,76707.0,77286.0,77290.0,77290.0,78230.0,79838.0,80684.0,82043.0,82909.0,82914.0,82914.0,83872.0,84884.0,85828.0,86626.0,87431.0,87432.0,87432.0,87902.0,88603.0,89370.0,90377.0,90383.0,90384.0,90384.0,90795.0,91630.0,92444.0,92924.0,93319.0,93320.0,93320.0,93692.0,94347.0,94905.0,95439.0,95986.0,95992.0,96001.0,96616.0,97610.0,98260.0,98947.0,99732.0,99734.0,99740.0,100502.0,101272.0,102195.0,103363.0,103787.0,103842.0,103842.0,103848.0,105344.0,106825.0,108028.0,109119.0,109390.0,109762.0,109762.0,111225.0,112196.0,112598.0,112914.0
Magallanes,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.0,845.0,1301.0,1785.0,2469.0,2905.0,3403.0,3906.0,4709.0,5387.0,5387.0,5418.0,6008.0,6473.0,7035.0,7509.0,7831.0,7946.0,7946.0,7969.0,8358.0,8741.0,9266.0,9628.0,9628.0,9629.0,9629.0,9906.0,10178.0,10393.0,10518.0
Tarapacá,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,334.0,2498.0,4514.0,6930.0,7469.0,7469.0,10863.0,14865.0,19677.0,23993.0,28210.0,28381.0,28381.0,33613.0,38448.0,41928.0,44130.0,46275.0,46384.0,46384.0,47959.0,49672.0,52046.0,54194.0,55706.0,55779.0,55779.0,57681.0,59592.0,61291.0,63073.0,65069.0,65179.0,65179.0,67057.0,68783.0,70353.0,72477.0,74632.0,74834.0,74834.0,77119.0,79646.0,81996.0,84366.0,86870.0,87109.0,87109.0,89414.0,91812.0,94464.0,96676.0,99383.0,99487.0,99487.0,101937.0,104068.0,106049.0,107970.0,107998.0,108026.0,108066.0,109871.0,111988.0,114129.0,115801.0,117435.0,117583.0,117611.0,119669.0,121373.0,123184.0,124816.0,126811.0,127006.0,127063.0,129025.0,131082.0,132857.0,134294.0,135675.0,135916.0,135929.0,137366.0,138860.0,140681.0,141757.0,142861.0,142951.0,143056.0,144754.0,146163.0,147556.0,148773.0,150024.0,150701.0,150771.0,152359.0,153921.0,155530.0,156903.0,158479.0,158521.0,158525.0,160120.0,161737.0,163191.0,164693.0,164790.0,165485.0,165600.0,168704.0,171959.0,174938.0,177402.0,179908.0,180856.0,180996.0,183668.0,185934.0,188011.0,189727.0,191270.0,191942.0,191981.0,193683.0,195122.0,196608.0,198098.0,199429.0,199889.0,199894.0,201642.0,202915.0,204400.0,205463.0,206500.0,206834.0,206856.0,206864.0,208433.0,210256.0,212075.0,213658.0,213944.0,213974.0,214017.0,214974.0,215720.0,216786.0,217540.0
Tarapacá,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,158.0,158.0,158.0,159.0,159.0,159.0,159.0,159.0,291.0,2218.0,4147.0,6415.0,6923.0,6923.0,10153.0,14047.0,18582.0,22663.0,26784.0,26987.0,26987.0,32044.0,37448.0,42316.0,45971.0,48659.0,48821.0,48821.0,50685.0,51769.0,52733.0,53512.0,54386.0,54439.0,54439.0,56027.0,57726.0,59368.0,61496.0,61497.0,61497.0,61499.0,64451.0,66410.0,68204.0,70158.0,71775.0,71909.0,71911.0,74331.0,76844.0,79179.0,81343.0,83617.0,83788.0,83788.0,86309.0,88789.0,91223.0,93014.0,94854.0,94990.0,94991.0,97921.0,99958.0,101998.0,103887.0,104594.0,104618.0,104647.0,106297.0,108088.0,109552.0,111507.0,113042.0,113382.0,113382.0,115335.0,117003.0,118475.0,119997.0,121707.0,121708.0,121708.0,123722.0,125740.0,127730.0,129666.0,129710.0,130018.0,130043.0,131794.0,133408.0,135024.0,136389.0,137510.0,137730.0,137766.0,139360.0,140862.0,142209.0,143374.0,144695.0,145004.0,145012.0,146721.0,148223.0,149686.0,151035.0,152512.0,152713.0,152714.0,154186.0,155646.0,157143.0,158476.0,159128.0,159553.0,159555.0,159564.0,162960.0,166056.0,168535.0,170886.0,171680.0,171706.0,171781.0,175058.0,177605.0,179441.0,180987.0
Tarapacá,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,25.0,72.0,109.0,125.0,125.0,199.0,259.0,339.0,408.0,408.0,408.0,408.0,408.0,408.0,408.0,408.0,408.0,408.0,408.0,408.0,408.0,408.0,408.0,495.0,564.0,564.0,564.0,1139.0,1984.0,2626.0,3230.0
Valparaíso,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,1424.0,1454.0,1454.0,1454.0,1454.0,1454.0,1454.0,1454.0,1454.0,1454.0,1454.0,1463.0,1463.0,1463.0,1463.0,1463.0,1463.0,1463.0,1463.0,3094.0,19414.0,37413.0,56787.0,58073.0,58111.0,85911.0,116233.0,149422.0,180767.0,208615.0,209943.0,209943.0,243742.0,273511.0,297920.0,318565.0,337092.0,337771.0,337884.0,349249.0,358388.0,366201.0,374839.0,384438.0,388081.0,388097.0,401436.0,419714.0,440238.0,459179.0,477007.0,477309.0,477309.0,493361.0,508794.0,524449.0,545902.0,563671.0,564896.0,564896.0,581317.0,599723.0,616794.0,635095.0,651554.0,652661.0,652744.0,667828.0,681971.0,697484.0,713162.0,729640.0,730010.0,730038.0,746783.0,760771.0,773519.0,787337.0,787499.0,787693.0,787734.0,795564.0,805237.0,814927.0,822611.0,830192.0,830779.0,830899.0,839756.0,846849.0,855272.0,861846.0,868921.0,869321.0,869363.0,875189.0,880003.0,883947.0,891046.0,896032.0,896383.0,896413.0,902083.0,906037.0,910917.0,914916.0,919519.0,919576.0,919597.0,927763.0,936015.0,944715.0,953314.0,961821.0,962831.0,962887.0,973255.0,984328.0,994608.0,1004386.0,1014622.0,1014768.0,1014827.0,1026773.0,1039458.0,1051235.0,1062664.0,1062785.0,1065165.0,1065249.0,1082422.0,1100463.0,1118023.0,1134293.0,1146460.0,1149325.0,1149383.0,1162622.0,1177128.0,1189263.0,1193381.0,1195007.0,1195978.0,1195980.0,1200849.0,1206637.0,1213419.0,1222667.0,1231476.0,1233454.0,1233538.0,1245574.0,1254614.0,1265971.0,1273541.0,1280062.0,1281509.0,1281550.0,1281928.0,1292447.0,1300329.0,1309666.0,1313959.0,1314931.0,1314953.0,1315001.0,1318267.0,1321344.0,1329181.0,1334967.0
Valparaíso,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,587.0,587.0,587.0,587.0,587.0,587.0,587.0,587.0,587.0,587.0,1424.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1431.0,1438.0,1454.0,1455.0,1455.0,1457.0,2920.0,18128.0,35358.0,53932.0,55055.0,55062.0,81867.0,111389.0,143699.0,174154.0,201429.0,202444.0,202456.0,235448.0,267889.0,295140.0,320357.0,339441.0,340116.0,340188.0,354944.0,366716.0,373536.0,379153.0,383628.0,383714.0,383738.0,396149.0,411963.0,432163.0,454284.0,454862.0,455074.0,455095.0,479516.0,496076.0,511609.0,532509.0,549963.0,550767.0,550806.0,567146.0,584285.0,601303.0,619128.0,635098.0,635894.0,635985.0,651812.0,665470.0,680170.0,694047.0,708967.0,709425.0,709457.0,726441.0,739857.0,752882.0,766008.0,769492.0,769593.0,769650.0,777062.0,786145.0,795233.0,803170.0,810171.0,810591.0,810644.0,818800.0,826673.0,834821.0,840766.0,846832.0,846915.0,846952.0,852803.0,858557.0,863425.0,870729.0,870788.0,871239.0,871264.0,878985.0,885403.0,890968.0,895167.0,898682.0,899058.0,899073.0,904675.0,912443.0,920417.0,928091.0,935388.0,936318.0,936399.0,946950.0,957890.0,967816.0,977283.0,986934.0,987692.0,987743.0,998835.0,1010431.0,1021671.0,1032038.0,1035796.0,1037778.0,1037903.0,1038609.0,1059643.0,1074289.0,1087390.0,1096868.0,1098833.0,1098926.0,1099235.0,1113921.0,1126448.0,1133185.0,1137628.0
Valparaíso,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,99.0,1305.0,6940.0,12024.0,13055.0,13075.0,17038.0,19923.0,22560.0,24810.0,24909.0,24909.0,24909.0,24952.0,24952.0,24952.0,24952.0,24952.0,24952.0,24952.0,24952.0,24952.0,24952.0,27409.0,31688.0,32788.0,32848.0,33032.0,37143.0,40786.0,42951.0,44876.0
Ñuble,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1721.0,5439.0,7787.0,7787.0,7787.0,7787.0,7787.0,7787.0,7787.0,7787.0,7787.0,7787.0,7787.0,7787.0,7787.0,7826.0,13476.0,20181.0,26378.0,26614.0,26730.0,33944.0,41794.0,50905.0,61280.0,70114.0,70410.0,70661.0,78156.0,84519.0,90434.0,95589.0,99926.0,100125.0,100125.0,104193.0,108005.0,111293.0,114579.0,117236.0,117290.0,117348.0,120866.0,124877.0,128427.0,131301.0,133678.0,133758.0,133794.0,138430.0,143475.0,148469.0,154490.0,159622.0,159827.0,160041.0,165914.0,171686.0,176441.0,180702.0,184699.0,184925.0,185131.0,188888.0,192922.0,197008.0,201046.0,205043.0,205087.0,205146.0,208959.0,212286.0,215386.0,220018.0,220019.0,220019.0,220019.0,223051.0,226277.0,229403.0,232337.0,235265.0,235487.0,235514.0,237453.0,239014.0,240264.0,241259.0,242483.0,242562.0,242576.0,243572.0,244558.0,245288.0,246598.0,247477.0,247514.0,247515.0,248753.0,249687.0,250799.0,251640.0,252471.0,252472.0,252472.0,254358.0,256345.0,258444.0,260301.0,262216.0,262464.0,262483.0,264794.0,267273.0,269790.0,272010.0,274401.0,274531.0,274629.0,276909.0,280694.0,285846.0,291158.0,291335.0,291716.0,291880.0,296429.0,301118.0,305374.0,309783.0,313330.0,314024.0,314150.0,318459.0,322342.0,325429.0,327501.0,329307.0,329684.0,329759.0,331462.0,333132.0,335097.0,337299.0,338880.0,339345.0,339455.0,341608.0,343291.0,345409.0,347081.0,348549.0,348907.0,348973.0,349103.0,351440.0,353745.0,355792.0,356999.0,357220.0,357256.0,357334.0,358250.0,359157.0,360931.0,362431.0
Ñuble,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0,5688.0,7653.0,7700.0,7704.0,7704.0,7704.0,7704.0,7704.0,7704.0,7704.0,7704.0,7704.0,7704.0,7707.0,7710.0,7722.0,7731.0,7735.0,7735.0,7735.0,7741.0,7862.0,13211.0,19596.0,25436.0,25573.0,25700.0,32929.0,40503.0,49446.0,59370.0,67809.0,68173.0,68417.0,76375.0,83447.0,90114.0,96130.0,100776.0,100815.0,100824.0,105440.0,108986.0,111723.0,114020.0,115845.0,115928.0,115942.0,119014.0,122572.0,125935.0,129383.0,129385.0,129385.0,129385.0,134921.0,140095.0,145018.0,150801.0,155793.0,155875.0,155929.0,161603.0,167286.0,172051.0,176216.0,180357.0,180548.0,180633.0,184581.0,188592.0,192412.0,196407.0,200208.0,200286.0,200313.0,204363.0,207923.0,210984.0,215038.0,215953.0,215954.0,215955.0,218640.0,221642.0,224781.0,227695.0,230145.0,230283.0,230292.0,232437.0,234416.0,235917.0,237120.0,238382.0,238432.0,238444.0,239453.0,240363.0,241295.0,243020.0,243034.0,243098.0,243104.0,244675.0,245913.0,247191.0,248321.0,249188.0,249222.0,249225.0,250787.0,252496.0,254151.0,255707.0,257378.0,257554.0,257575.0,259770.0,262029.0,264361.0,266504.0,268646.0,268856.0,268894.0,271012.0,274652.0,279238.0,284082.0,285419.0,285821.0,285929.0,286293.0,291893.0,295462.0,298628.0,301530.0,302034.0,302130.0,302219.0,306448.0,309309.0,311474.0,313431.0
