Region,Dosis,2020-12-24,2020-12-25,2020-12-26,2020-12-27,2020-12-28,2020-12-29,2020-12-30,2020-12-31,2021-01-01,2021-01-02,2021-01-03,2021-01-04,2021-01-05,2021-01-06,2021-01-07,2021-01-08,2021-01-09,2021-01-10,2021-01-11,2021-01-12,2021-01-13,2021-01-14,2021-01-15,2021-01-16,2021-01-17,2021-01-18,2021-01-19,2021-01-20,2021-01-21,2021-01-22,2021-01-23,2021-01-24,2021-01-25,2021-01-26,2021-01-27,2021-01-28,2021-01-29,2021-01-30,2021-01-31,2021-02-01,2021-02-02,2021-02-03,2021-02-04,2021-02-05,2021-02-06,2021-02-07,2021-02-08,2021-02-09,2021-02-10,2021-02-11,2021-02-12,2021-02-13,2021-02-14,2021-02-15,2021-02-16,2021-02-17,2021-02-18,2021-02-19,2021-02-20,2021-02-21,2021-02-22,2021-02-23,2021-02-24,2021-02-25,2021-02-26,2021-02-27,2021-02-28,2021-03-01,2021-03-02,2021-03-03,2021-03-04,2021-03-05,2021-03-06,2021-03-07,2021-03-08,2021-03-09,2021-03-10,2021-03-11,2021-03-12,2021-03-13,2021-03-14,2021-03-15,2021-03-16,2021-03-17,2021-03-18,2021-03-19,2021-03-20,2021-03-21,2021-03-22,2021-03-23,2021-03-24,2021-03-25,2021-03-26,2021-03-27,2021-03-28,2021-03-29,2021-03-30,2021-03-31,2021-04-01,2021-04-02,2021-04-03,2021-04-04,2021-04-05,2021-04-06,2021-04-07,2021-04-08,2021-04-09,2021-04-10,2021-04-11,2021-04-12,2021-04-13,2021-04-14,2021-04-15,2021-04-16,2021-04-17,2021-04-18,2021-04-19,2021-04-20,2021-04-21,2021-04-22,2021-04-23,2021-04-24,2021-04-25,2021-04-26,2021-04-27,2021-04-28,2021-04-29,2021-04-30,2021-05-01,2021-05-02,2021-05-03,2021-05-04,2021-05-05,2021-05-06,2021-05-07,2021-05-08,2021-05-09,2021-05-10,2021-05-11,2021-05-12,2021-05-13,2021-05-14,2021-05-15,2021-05-16,2021-05-17,2021-05-18,2021-05-19,2021-05-20,2021-05-21,2021-05-22,2021-05-23,2021-05-24,2021-05-25,2021-05-26,2021-05-27,2021-05-28,2021-05-29,2021-05-30,2021-05-31,2021-06-01,2021-06-02,2021-06-03,2021-06-04,2021-06-05,2021-06-06,2021-06-07,2021-06-08,2021-06-09,2021-06-10,2021-06-11,2021-06-12,2021-06-13,2021-06-14,2021-06-15,2021-06-16,2021-06-17,2021-06-18,2021-06-19,2021-06-20,2021-06-21,2021-06-22,2021-06-23,2021-06-24,2021-06-25,2021-06-26,2021-06-27,2021-06-28,2021-06-29,2021-06-30,2021-07-01,2021-07-02,2021-07-03,2021-07-04
Arica y Parinacota,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,883.0,2092.0,2735.0,2803.0,2806.0,2806.0,2806.0,2806.0,2806.0,2806.0,2806.0,2806.0,2806.0,2806.0,2807.0,2822.0,2833.0,2845.0,2853.0,2854.0,2854.0,2856.0,2917.0,4170.0,7004.0,9232.0,9491.0,9518.0,11813.0,14332.0,17163.0,19911.0,22751.0,22845.0,22845.0,25789.0,28637.0,31329.0,33828.0,35971.0,36016.0,36016.0,38131.0,40235.0,41447.0,42253.0,43020.0,43026.0,43026.0,43908.0,44943.0,45771.0,46646.0,46653.0,46657.0,46658.0,48217.0,49505.0,50738.0,52268.0,53358.0,53411.0,53411.0,54187.0,55920.0,57624.0,59456.0,60370.0,60422.0,60424.0,61072.0,63012.0,64518.0,65238.0,66701.0,66733.0,66736.0,68329.0,69977.0,71297.0,72364.0,72750.0,72750.0,72751.0,73667.0,74770.0,75640.0,75825.0,76040.0,76048.0,76048.0,77217.0,78428.0,79287.0,79804.0,80400.0,80416.0,80419.0,81335.0,82304.0,83066.0,83807.0,83849.0,84002.0,84003.0,84850.0,85659.0,86302.0,87023.0,87592.0,87633.0,87636.0,88381.0,89604.0,90155.0,90957.0,91680.0,91775.0,91778.0,91974.0,93589.0,94941.0,96480.0,97799.0,98009.0,98012.0,99050.0,100410.0,101731.0,103225.0,104162.0,104566.0,104567.0,104695.0,106956.0,109131.0,111103.0,112850.0,113394.0,113397.0,113410.0,115721.0,117459.0,118352.0,118934.0,119126.0,119127.0
Arica y Parinacota,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,937.0,1565.0,1684.0,1684.0,1684.0,1789.0,1803.0,1816.0,1818.0,1819.0,1819.0,1819.0,1825.0,1828.0,1829.0,1829.0,1830.0,1830.0,1830.0,1834.0,1834.0,1836.0,1836.0,1836.0,1836.0,1836.0,2444.0,3175.0,3900.0,4411.0,4560.0,4560.0
Atacama,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,331.0,1640.0,2511.0,3598.0,3863.0,3863.0,3863.0,3863.0,3865.0,3865.0,3865.0,3865.0,3865.0,3865.0,3865.0,3867.0,9463.0,15288.0,20050.0,20505.0,20505.0,24108.0,26527.0,28758.0,30825.0,33338.0,33815.0,33815.0,35931.0,37811.0,39707.0,41651.0,42735.0,42788.0,42790.0,44708.0,47141.0,49487.0,51774.0,53306.0,53382.0,53382.0,54764.0,55948.0,56915.0,58066.0,60086.0,60385.0,60385.0,62360.0,64311.0,66159.0,68215.0,70242.0,70346.0,70346.0,72685.0,74996.0,77204.0,79357.0,81080.0,81081.0,81093.0,83558.0,86107.0,88582.0,90849.0,93268.0,93268.0,93268.0,95470.0,97529.0,99269.0,100946.0,100946.0,100946.0,100946.0,102563.0,104099.0,105875.0,107083.0,108601.0,108732.0,108732.0,109152.0,110685.0,112082.0,113209.0,114238.0,114238.0,114238.0,115358.0,116740.0,117649.0,118713.0,119624.0,119624.0,119624.0,120419.0,121545.0,122645.0,123502.0,124616.0,124616.0,124616.0,126101.0,127642.0,128962.0,130311.0,131967.0,132157.0,132157.0,133691.0,135480.0,137070.0,138430.0,140080.0,140105.0,140105.0,141856.0,143850.0,145832.0,147660.0,147660.0,147851.0,147851.0,150889.0,154442.0,157638.0,160797.0,163099.0,163101.0,163101.0,165976.0,168844.0,171158.0,172467.0,173184.0,173203.0,173203.0,174433.0,176227.0,178028.0,179532.0,181066.0,181165.0,181165.0,182629.0,183713.0,184941.0,186378.0,187760.0,187778.0,187778.0,187778.0,189570.0,190609.0,191845.0,193095.0,193152.0,193152.0,193152.0,193849.0,194432.0,195391.0,196228.0,196382.0,196382.0
Atacama,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,6.0,6.0,8.0,504.0,1747.0,2666.0,3663.0,3742.0,3742.0,3742.0,3742.0,3743.0,3743.0,3743.0,3743.0,3743.0,3743.0,3743.0,3743.0,3743.0,3750.0,3777.0,3777.0,3777.0,3786.0,4459.0,9469.0,14673.0,19183.0,19606.0,19607.0,23094.0,25529.0,27755.0,29854.0,32300.0,32669.0,32669.0,35149.0,37961.0,40841.0,42688.0,43925.0,43949.0,43954.0,45635.0,47331.0,48706.0,50610.0,51940.0,51941.0,51941.0,53015.0,54278.0,55723.0,57224.0,57225.0,57225.0,57225.0,59885.0,61954.0,63739.0,65664.0,67244.0,67250.0,67250.0,69201.0,71820.0,74035.0,76228.0,78044.0,78050.0,78050.0,80106.0,82588.0,84875.0,87094.0,88865.0,88870.0,88870.0,90206.0,92434.0,94685.0,96508.0,97298.0,97298.0,97298.0,98546.0,100006.0,101756.0,102903.0,103886.0,103951.0,103951.0,104817.0,106476.0,107791.0,108842.0,109555.0,109555.0,109555.0,110719.0,112173.0,113300.0,114546.0,114547.0,114569.0,114569.0,115684.0,117079.0,118184.0,118947.0,119586.0,119590.0,119592.0,121247.0,122865.0,124179.0,125304.0,126007.0,126021.0,126024.0,127558.0,129667.0,131605.0,132882.0,133930.0,133992.0,133995.0,135639.0,136976.0,138724.0,140735.0,141823.0,141841.0,141845.0,141853.0,145442.0,147705.0,150822.0,153326.0,153372.0,153374.0,153383.0,157108.0,159908.0,162065.0,163446.0,163636.0,163636.0
Atacama,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,566.0,855.0,855.0,855.0,1240.0,1265.0,1265.0,1265.0,1265.0,1265.0,1265.0,1265.0,1265.0,1265.0,1265.0,1265.0,1265.0,1265.0,1265.0,1265.0,1265.0,1856.0,2252.0,2252.0,2252.0,2252.0,3048.0,3993.0,4824.0,5398.0,5548.0,5548.0
Coquimbo,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2498.0,6202.0,8200.0,8708.0,8770.0,8770.0,8770.0,8770.0,8770.0,8770.0,8770.0,8770.0,8770.0,8770.0,8770.0,8770.0,12773.0,17626.0,22451.0,22459.0,22459.0,30308.0,39190.0,49270.0,58824.0,67663.0,68144.0,68144.0,79338.0,88179.0,96229.0,103147.0,109627.0,109671.0,109676.0,115887.0,121145.0,125802.0,130618.0,134581.0,134717.0,134717.0,142174.0,150187.0,157760.0,164124.0,169684.0,169735.0,169735.0,175732.0,181985.0,187684.0,194197.0,199880.0,200087.0,200087.0,206470.0,213137.0,218908.0,224526.0,229793.0,229895.0,229895.0,235732.0,241524.0,247625.0,253935.0,260652.0,261085.0,261085.0,266925.0,272449.0,277488.0,283078.0,283087.0,283087.0,283089.0,287000.0,291595.0,295940.0,299797.0,303321.0,303411.0,303411.0,307186.0,310631.0,313975.0,316850.0,319781.0,319862.0,319862.0,322464.0,324587.0,326525.0,329231.0,331421.0,331517.0,331518.0,333848.0,336136.0,338473.0,340651.0,342592.0,342607.0,342607.0,346200.0,349921.0,353685.0,357216.0,360766.0,360931.0,360931.0,365472.0,370291.0,374876.0,379195.0,383401.0,383426.0,383426.0,388289.0,394214.0,399378.0,404961.0,404977.0,405196.0,405201.0,412328.0,421465.0,429459.0,437050.0,443234.0,443536.0,443536.0,450042.0,455630.0,459162.0,462401.0,465959.0,466362.0,466362.0,470672.0,474531.0,478926.0,483557.0,487239.0,487605.0,487666.0,492768.0,497543.0,502810.0,506742.0,510150.0,510477.0,510547.0,510644.0,515909.0,519888.0,521774.0,522971.0,523029.0,523029.0,523042.0,525281.0,528092.0,532553.0,536068.0,536415.0,536504.0
Coquimbo,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2760.0,6443.0,8059.0,8562.0,8574.0,8607.0,8607.0,8607.0,8607.0,8607.0,8608.0,8608.0,8608.0,8608.0,8610.0,8614.0,8627.0,8656.0,8659.0,8659.0,8659.0,8663.0,8727.0,12406.0,16999.0,21517.0,21536.0,21537.0,28974.0,37541.0,47582.0,56847.0,65424.0,65780.0,65782.0,77840.0,88033.0,97627.0,106654.0,114072.0,114120.0,114123.0,121351.0,125572.0,128700.0,131170.0,133583.0,133661.0,133662.0,139296.0,146355.0,153473.0,160050.0,160152.0,160154.0,160157.0,169863.0,176669.0,182504.0,189338.0,194639.0,194810.0,194811.0,201163.0,207415.0,213021.0,218383.0,223504.0,223599.0,223602.0,229743.0,235174.0,240928.0,246679.0,252507.0,252775.0,252777.0,258234.0,262916.0,268715.0,274083.0,275644.0,275646.0,275651.0,279210.0,283279.0,287680.0,291380.0,294806.0,294854.0,294857.0,298473.0,302016.0,305369.0,308262.0,310892.0,310920.0,310922.0,313536.0,316073.0,318217.0,321106.0,321112.0,321167.0,321170.0,324510.0,327237.0,330045.0,332366.0,334098.0,334161.0,334164.0,337265.0,341138.0,344532.0,347409.0,350348.0,350537.0,350541.0,354759.0,358758.0,362581.0,366526.0,370256.0,370385.0,370396.0,375059.0,380314.0,385471.0,390084.0,391869.0,392092.0,392118.0,392298.0,401681.0,408313.0,414435.0,420074.0,420525.0,420527.0,420683.0,428052.0,432930.0,436567.0,440053.0,440421.0,440427.0
Coquimbo,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,2339.0,5596.0,7580.0,8473.0,8509.0,8509.0,8920.0,9182.0,9233.0,9287.0,9288.0,9288.0,9288.0,9310.0,9310.0,9310.0,9310.0,9310.0,9310.0,9310.0,9310.0,9310.0,9310.0,12548.0,16367.0,16615.0,16694.0,16752.0,18801.0,20026.0,20610.0,21021.0,21077.0,21077.0
Araucanía,Primera,0.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,711.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,722.0,946.0,13334.0,22445.0,30497.0,31626.0,31628.0,42801.0,57199.0,72072.0,86303.0,100182.0,102257.0,102258.0,118661.0,132758.0,143379.0,152448.0,160744.0,161126.0,161126.0,168604.0,175418.0,181185.0,186048.0,191167.0,191780.0,191781.0,199301.0,209490.0,217964.0,225486.0,232526.0,232937.0,232937.0,240894.0,248723.0,256729.0,266724.0,275906.0,276605.0,276605.0,285613.0,294978.0,303316.0,311101.0,318682.0,319106.0,319106.0,326190.0,333166.0,340446.0,347503.0,354621.0,354910.0,354910.0,361999.0,368053.0,373443.0,379413.0,379430.0,379448.0,379448.0,383240.0,387839.0,392503.0,396214.0,399788.0,399951.0,399951.0,403291.0,407464.0,411160.0,414129.0,416941.0,417063.0,417063.0,419689.0,422466.0,424559.0,427577.0,430039.0,430453.0,430474.0,432928.0,435416.0,437960.0,439881.0,442522.0,442546.0,442546.0,446435.0,450754.0,454836.0,458814.0,462902.0,463452.0,463452.0,468559.0,474130.0,479486.0,484188.0,489257.0,489287.0,489295.0,494290.0,499853.0,505254.0,511367.0,512416.0,513795.0,513799.0,522421.0,531988.0,541377.0,549206.0,555796.0,556099.0,556099.0,563575.0,572090.0,579161.0,582673.0,584810.0,585298.0,585298.0,588681.0,591807.0,595905.0,600500.0,604126.0,604400.0,604400.0,609397.0,613554.0,618458.0,621734.0,624365.0,624610.0,624610.0,624695.0,629487.0,633666.0,635212.0,636330.0,636388.0,636388.0,636395.0,638425.0,641045.0,645294.0,649170.0,649624.0,649624.0
Araucanía,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,697.0,703.0,716.0,716.0,716.0,717.0,1026.0,12147.0,20930.0,28660.0,29859.0,29863.0,40698.0,54201.0,68609.0,82418.0,96211.0,98130.0,98138.0,114887.0,130207.0,142025.0,152115.0,161660.0,161957.0,161958.0,169540.0,175292.0,180314.0,184143.0,187735.0,187812.0,187812.0,194645.0,203871.0,211836.0,219987.0,220351.0,220367.0,220367.0,232706.0,240952.0,248958.0,258622.0,267141.0,267464.0,267467.0,276601.0,285780.0,294079.0,301660.0,309224.0,309532.0,309534.0,316919.0,323896.0,330802.0,337424.0,344088.0,344417.0,344421.0,351493.0,357916.0,363557.0,369031.0,370516.0,370523.0,370524.0,373912.0,378090.0,382575.0,386231.0,389746.0,389914.0,389915.0,393323.0,397199.0,400828.0,403723.0,406204.0,406210.0,406211.0,408994.0,411909.0,414237.0,417955.0,418144.0,418446.0,418460.0,422317.0,425593.0,427993.0,430476.0,432769.0,432829.0,432831.0,436084.0,439723.0,443219.0,446174.0,448878.0,449059.0,449062.0,454146.0,459587.0,464876.0,469487.0,474183.0,474325.0,474325.0,479174.0,484280.0,489486.0,494547.0,496492.0,497097.0,497098.0,497397.0,508325.0,517926.0,524121.0,529298.0,529613.0,529616.0,529706.0,539380.0,547269.0,551961.0,555472.0,555886.0,555888.0
Araucanía,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,678.0,2102.0,4466.0,4531.0,4531.0,5739.0,6624.0,7693.0,8658.0,9513.0,9514.0,9514.0,10122.0,10484.0,10999.0,11238.0,11420.0,11421.0,11421.0,11421.0,11591.0,12773.0,17236.0,21573.0,21893.0,21893.0,21943.0,24390.0,25745.0,26491.0,26971.0,26993.0,26993.0
Los Lagos,Primera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,375.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,540.0,542.0,542.0,543.0,543.0,543.0,543.0,543.0,543.0,802.0,9742.0,18286.0,26912.0,30496.0,31182.0,44057.0,57032.0,70063.0,82227.0,93534.0,96678.0,96802.0,110903.0,121601.0,129299.0,136009.0,142343.0,142729.0,142736.0,148344.0,153595.0,158657.0,163612.0,169237.0,169575.0,169575.0,175625.0,182285.0,188748.0,194476.0,199722.0,200502.0,200613.0,206571.0,213028.0,219142.0,226211.0,232920.0,234398.0,234413.0,241540.0,249689.0,256489.0,263142.0,268394.0,269321.0,269329.0,275126.0,281942.0,289444.0,296850.0,303607.0,304153.0,304153.0,309932.0,315873.0,322118.0,328616.0,328621.0,328629.0,328629.0,332567.0,337222.0,341655.0,344694.0,347555.0,347696.0,347696.0,350703.0,354602.0,358610.0,362005.0,364590.0,364770.0,364770.0,365348.0,365994.0,366551.0,367801.0,369423.0,369597.0,369598.0,372346.0,375294.0,377179.0,378861.0,380117.0,380117.0,380117.0,383519.0,387193.0,390485.0,393784.0,396928.0,397263.0,397264.0,401114.0,405542.0,410084.0,414432.0,418752.0,418827.0,418827.0,423938.0,429519.0,434647.0,439464.0,439464.0,439579.0,439579.0,447489.0,456290.0,465285.0,473747.0,481265.0,481474.0,481475.0,488974.0,496373.0,502576.0,505937.0,509814.0,510352.0,510352.0,514917.0,520045.0,525258.0,530499.0,534232.0,534874.0,534874.0,538743.0,542606.0,546655.0,549594.0,552160.0,552779.0,552779.0,552779.0,556624.0,560717.0,563467.0,565244.0,565776.0,565779.0,565798.0,568407.0,570996.0,574900.0,578225.0,578667.0,578667.0
Los Lagos,Segunda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342.0,501.0,530.0,530.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,535.0,538.0,539.0,539.0,539.0,839.0,1569.0,9657.0,17674.0,25556.0,28447.0,28764.0,40954.0,53234.0,65756.0,77898.0,88787.0,91752.0,91817.0,106074.0,119092.0,128748.0,137435.0,144153.0,144548.0,144559.0,152029.0,157642.0,161642.0,164638.0,167175.0,167213.0,167213.0,171790.0,177350.0,183739.0,190230.0,190242.0,190247.0,190248.0,199091.0,205451.0,211575.0,217037.0,222994.0,223264.0,223265.0,231750.0,240208.0,247377.0,253941.0,258798.0,258994.0,258996.0,265341.0,272348.0,279925.0,286418.0,292280.0,292512.0,292515.0,298589.0,304560.0,309733.0,315909.0,317438.0,317438.0,317439.0,321610.0,326045.0,330461.0,333896.0,336661.0,336760.0,336760.0,340052.0,344158.0,348028.0,351317.0,353769.0,353792.0,353792.0,355210.0,356503.0,357731.0,359096.0,359098.0,359108.0,359108.0,362024.0,365558.0,367684.0,369292.0,370338.0,370357.0,370359.0,373145.0,376688.0,379843.0,382584.0,384339.0,384570.0,384570.0,388547.0,392866.0,397017.0,400944.0,403796.0,403913.0,403914.0,408902.0,414496.0,419383.0,423390.0,424919.0,425101.0,425103.0,425115.0,433700.0,441927.0,448394.0,454215.0,454759.0,454777.0,454832.0,464162.0,470519.0,474984.0,479022.0,479585.0,479586.0
Los Lagos,Unica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.0,1028.0,1676.0,2420.0,2504.0,2504.0,3062.0,3651.0,4146.0,4590.0,4937.0,4950.0,4950.0,6364.0,7810.0,9251.0,10498.0,11578.0,11587.0,11587.0,11587.0,13215.0,14760.0,17912.0,21423.0,21690.0,21817.0,21855.0,23430.0,24537.0,25494.0,26360.0,26392.0,26450.0
